"Gene Region","UCSC Region","nCpG","Sign","medQval","medBetaCoef","medDelta","cpgs","denominator"
"EMILIN2 TSS200","EMILIN2 Island","1","+","3.49288247031794e-08","-1.22347873484311","0.0795744809550003","cg22349573","2"
"EMILIN2 1stExon","EMILIN2 Island","1","+","0.00385507634445953","-1.36927260667737","0.124377556212959","cg07012770","3"
"EMILIN2 Body","EMILIN2 Island","2","+ +","0.00352445779269708","-0.932183802022515","0.103026064359538","cg05102581;cg14140647","22"
"TGIF1 5'UTR","TGIF1 N_Shore","2","+ +","0.00188327999422687","-0.714820721621612","0.0413403821024604","cg05265512;cg15555970","39"
"TGIF1 TSS200","TGIF1 N_Shore","1","+","0.000744656470992807","-0.909941335183967","0.071517977291943","cg05265512","16"
"TGIF1 Body","TGIF1 Island","1","+","0.00302190351746093","-0.519700108059256","0.0111627869129779","cg15555970","32"
"TGIF1 1stExon","TGIF1 Island","1","+","0.00302190351746093","-0.519700108059256","0.0111627869129779","cg15555970","11"
"TGIF1 TSS1500","TGIF1 Island","1","+","0.00302190351746093","-0.519700108059256","0.0111627869129779","cg15555970","21"
"TGIF1 3'UTR","TGIF1 OpenSea","1","-","0.00109548840670998","0.587002878425483","0.0249496589005168","cg15803671","1"
"LOC642597 1stExon","LOC642597 Island","1","+","0.00879446771801735","-0.778994001216863","0.00939140372151315","cg03250019","2"
"LOC642597 5'UTR","LOC642597 Island","1","+","0.00879446771801735","-0.778994001216863","0.00939140372151315","cg03250019","2"
"LOC642597 TSS200","LOC642597 Island","2","+ +","0.00555855517430854","-0.959575293869176","0.0906771210615507","cg03278146;cg23234640","3"
"L3MBTL4 5'UTR","L3MBTL4 Island","2","+ +","0.00109320015108935","-1.51163048722788","0.120461919259932","cg14155416;cg05724871","5"
"L3MBTL4 TSS200","L3MBTL4 S_Shore","1","+","0.00120159747708679","-1.06567836027326","0.101694038747462","cg22058122","5"
"L3MBTL4 TSS1500","L3MBTL4 S_Shore","2","+ +","0.00489197542363906","-0.734920695515466","0.0629737533686412","cg02731042;cg14693194","4"
"ARHGAP28 TSS1500","ARHGAP28 OpenSea","1","-","0.00286220303899647","0.63555351240148","-0.0428636398281163","cg03026004","1"
"LAMA1 Body","LAMA1 Island","1","+","0.003246516679197","-0.922637108182923","0.0770944073661418","cg12072964","17"
"LAMA1 5'UTR","LAMA1 Island","1","+","0.000266638403718436","-1.57428018949899","0.230198372094266","cg18764577","1"
"LAMA1 1stExon","LAMA1 Island","1","+","0.000266638403718436","-1.57428018949899","0.230198372094266","cg18764577","2"
"VAPA Body","VAPA S_Shore","1","+","0.0034934709625634","-0.622234713141223","0.0792442297374973","cg20670923","7"
"APCDD1 TSS1500","APCDD1 Island","1","+","0.00775219204158227","-0.558743774734811","0.0913059104580233","cg19264571","3"
"FAM38B TSS200","FAM38B Island","1","+","0.00955194892581158","-1.11457515817623","0.205695447400393","cg12951849","6"
"FAM38B TSS1500","FAM38B Island","4","+ + + +","0.000465484995687672","-1.53026917294633","0.154761695491504","cg03117976;cg03686593;cg06510438;cg02664349","6"
"GNAL TSS200","GNAL Island","1","+","0.000337567250671564","-0.981143620296085","0.116538690654294","cg20059140","8"
"GNAL Body","GNAL Island","5","+ + + + +","0.00284948753676976","-0.981143620296085","0.116538690654294","cg20059140;cg25958283;cg10068300;cg06522054;cg25400229","45"
"GNAL 5'UTR","GNAL Island","2","+ +","0.00315235599018831","-1.20684860885739","0.198732701450909","cg25958283;cg10068300","6"
"GNAL 1stExon","GNAL Island","3","+ + +","0.00345522444360687","-0.751503698844476","0.106799364958621","cg25958283;cg10068300;cg06522054","8"
"CIDEA TSS1500","CIDEA N_Shore","2","+ +","0.00479933148344271","-0.947178926433754","0.0444332970711396","cg19883905;cg21376774","12"
"CIDEA TSS200","CIDEA Island","1","+","0.00935669561236236","-1.0155789460766","0.0363623037667339","cg21376774","12"
"SPIRE1 TSS200","SPIRE1 N_Shore","1","+","0.00896794802131202","-0.793142425825724","0.16244530097241","cg13924974","2"
"SPIRE1 Body","SPIRE1 N_Shore","1","+","0.00896794802131202","-0.793142425825724","0.16244530097241","cg13924974","7"
"C18orf1 5'UTR","C18orf1 OpenSea","1","-","0.00169255824381226","0.774254781239314","-0.130023412191151","ch.18.316502R","24"
"C18orf1 TSS1500","C18orf1 OpenSea","3","+ + +","0.00592534965049642","-0.961588927542389","0.143799943829236","cg14825976;cg25374649;cg22454011","11"
"C18orf1 Body","C18orf1 OpenSea","4","+ + + +","0.00408216742249498","-0.910544915770122","0.138270047996986","cg14825976;cg25374649;cg22454011;cg14846965","26"
"C18orf1 TSS200","C18orf1 OpenSea","1","+","0.000744611787246304","-0.859500903997854","0.0985044757776538","cg14846965","6"
"RBBP8 TSS1500","RBBP8 N_Shore","1","+","0.00823327277738032","-0.528940617349624","0.0970333426261666","cg19304407","9"
"CABLES1 Body","CABLES1 S_Shore","1","-","0.00576253366128496","0.683742869504052","0.00140968825193377","cg15757853","21"
"ZNF521 Body","ZNF521 OpenSea","1","-","0.00860082532464999","0.510946124650822","-0.10812663020219","cg23818246","11"
"CHST9 1stExon","CHST9 Island","1","+","0.000744656470992807","-0.942653823724102","0.123554100681811","cg06619066","2"
"CHST9 5'UTR","CHST9 Island","1","+","0.000744656470992807","-0.942653823724102","0.123554100681811","cg06619066","5"
"CDH2 Body","CDH2 Island","1","+","0.00491845052859493","-0.740473021997425","0.0853673018377471","cg15698842","15"
"DSC3 Body","DSC3 Island","3","+ + +","0.00474914474897544","-0.847464517911059","0.0605895898167854","cg11814235;cg20029745;cg14719951","7"
"DSC3 TSS200","DSC3 Island","1","+","0.00846359652575505","-0.682531422661158","0.0350942138021254","cg11722699","6"
"TTR Body","TTR OpenSea","1","-","0.00912238018942118","0.506847075972266","-0.0464601644508427","cg08521225","2"
"RNF125 Body","RNF125 S_Shelf","1","+","0.00293325045922668","-0.622998686080355","0.0886503818685881","cg16929139","4"
"C18orf34 1stExon","C18orf34 N_Shore","2","- +","0.0051729029896115","0.221373308601767","0.0808275721044878","cg01199495;cg20820063","2"
"C18orf34 5'UTR","C18orf34 N_Shore","2","- +","0.0051729029896115","0.221373308601767","0.0808275721044878","cg01199495;cg20820063","5"
"C18orf34 TSS1500","C18orf34 Island","3","+ + +","0.00265571300066232","-0.897112020119732","0.151356470887757","cg20820063;cg00625334;cg05994094","8"
"C18orf34 TSS200","C18orf34 Island","2","+ +","0.00261273953929264","-1.02625944494914","0.149825511358435","cg00625334;cg05994094","2"
"ASXL3 Body","ASXL3 OpenSea","1","+","0.00139018411162059","-0.860551637256051","0.167874092015159","cg17880622","1"
"NOL4 Body","NOL4 Island","2","+ -","0.00344572553074757","-0.311450489456013","0.0347592832065647","cg13611347;cg18735473","10"
"NOL4 1stExon","NOL4 Island","1","+","0.00881284937056797","-0.667816562632393","0.0977940827566562","cg22095604","2"
"NOL4 5'UTR","NOL4 Island","1","+","0.00881284937056797","-0.667816562632393","0.0977940827566562","cg22095604","1"
"NOL4 TSS200","NOL4 Island","2","+ +","0.00139516486018559","-1.05188718514042","0.0901961341588183","cg00884606;cg03045425","4"
"NOL4 TSS1500","NOL4 Island","1","+","1.95534546635902e-05","-1.03292486219383","0.0889204941300746","cg20914464","5"
"DTNA 5'UTR","DTNA Island","1","+","0.00776194652451308","-0.727436604680005","0.126444432975153","cg14134497","15"
"FHOD3 TSS1500","FHOD3 N_Shore","1","+","0.00147552791028278","-0.704714130176771","0.114052273213523","cg16989476","5"
"BRUNOL4 Body","BRUNOL4 OpenSea","1","-","0.000532452746977491","0.861487101736744","-0.0480411620376556","cg18735473","57"
"SETBP1 Body","SETBP1 OpenSea","1","-","0.00820550291329095","0.4981374537547","-0.0132822147962998","cg15309045","17"
"PSTPIP2 TSS1500","PSTPIP2 S_Shore","2","+ +","0.00100232398146514","-1.11117409255539","0.181671896057981","cg16730908;cg00532474","3"
"KATNAL2 3'UTR","KATNAL2 OpenSea","1","-","0.00240047583955315","0.598079804038101","-0.0290830470402009","cg20916427","1"
"KIAA0427 5'UTR","KIAA0427 S_Shore","1","+","0.00232800085763809","-0.888256019425847","0.187725256570373","cg11908294","9"
"KIAA0427 Body","KIAA0427 N_Shore","1","-","0.00128380049008745","0.770561480919447","-0.134530004853527","cg19811144","9"
"MIR1539 TSS1500","MIR1539 Island","1","-","0.000245194479236306","0.621007774585251","-0.0378564640022417","cg21736038","4"
"C18orf32 5'UTR","C18orf32 Island","1","-","0.000245194479236306","0.621007774585251","-0.0378564640022417","cg21736038","4"
"RPL17 Body","RPL17 N_Shore","1","-","0.00175001719471158","0.608866490647011","-0.0624107495931691","cg00398268","5"
"SNORD58C TSS1500","SNORD58C N_Shore","1","-","0.00175001719471158","0.608866490647011","-0.0624107495931691","cg00398268","3"
"U58 TSS1500","U58 N_Shore","1","-","0.00175001719471158","0.608866490647011","-0.0624107495931691","cg00398268","3"
"MAPK4 5'UTR","MAPK4 N_Shelf","1","-","0.0055797820323696","0.55485873572954","-0.105551363479164","cg18891864","8"
"DCC 5'UTR","DCC N_Shore","1","+","0.00418270869469587","-1.10471640350345","0.123575700915852","cg06261937","3"
"DCC 1stExon","DCC N_Shore","1","+","0.00418270869469587","-1.10471640350345","0.123575700915852","cg06261937","3"
"DCC Body","DCC N_Shore","2","+ +","0.00684232706531009","-1.07091545934886","0.061195771702155","cg20917891;cg18866015","14"
"TCF4 Body","TCF4 OpenSea","1","+","0.000890317238528979","-0.934077306854034","0.171828697791018","cg27233989","7"
"TXNL1 Body","TXNL1 N_Shelf","1","+","0.000929358307326095","-0.619566991338271","0.0407770643646459","cg20019168","6"
"NEDD4L Body","NEDD4L OpenSea","1","+","0.00312242023304725","-0.614196905912568","-0.00589815345596656","cg26938118","41"
"LOC390858 Body","LOC390858 OpenSea","1","+","0.00120436505657684","-0.638995888659277","0.0884812765074817","cg14218844","1"
"GRP TSS200","GRP Island","1","+","0.00818643366091811","-1.19209733118632","0.230331410034045","cg03563308","5"
"GRP Body","GRP S_Shore","1","-","0.00436666819994746","0.656939661530923","-0.0382622231933133","cg00980625","5"
"GRP 3'UTR","GRP OpenSea","1","-","0.00469443100187075","0.64724023149826","-0.0920674344400858","cg26474014","1"
"RAX 3'UTR","RAX Island","1","+","0.00979946521857502","-0.745011963398006","-0.0562905576494505","cg07835051","5"
"RAX Body","RAX S_Shore","2","+ +","0.00814962563461431","-0.587022457566889","0.0210225837670665","cg15172543;cg19576304","6"
"RAX 5'UTR","RAX Island","1","+","0.00996097696380277","-1.41980554385775","-0.0045078639256253","cg05945059","1"
"RAX 1stExon","RAX Island","1","+","0.00996097696380277","-1.41980554385775","-0.0045078639256253","cg05945059","3"
"BCL2 TSS1500","BCL2 Island","1","-","0.00791315097242135","0.477934707572187","-0.078775720609729","cg07111678","19"
"ZNF516 5'UTR","ZNF516 Island","1","-","0.0019865585656173","0.626564992979708","-0.0660947732798258","cg06168404","9"
"LOC284276 TSS1500","LOC284276 OpenSea","1","-","0.00121622524099725","0.847042135742279","-0.110799029856175","cg00710343","2"
"DNMBP Body","DNMBP OpenSea","2","+ +","0.00384001852806065","-0.655057735302863","0.104462095657397","cg08920210;cg06773488","7"
"MBP 3'UTR","MBP OpenSea","1","+","0.00644509067017886","-0.499757325855228","0.045390523184389","cg06773488","11"
"GALR1 TSS1500","GALR1 N_Shore","3","+ + +","0.00389299080115124","-0.894104928617843","0.159062854019859","cg06562865;cg15129823;cg21634365","23"
"SALL3 TSS1500","SALL3 Island","1","+","0.00914644693718181","-1.22442395049054","0.253940572997262","cg16580499","4"
"NFATC1 Body","NFATC1 Island","4","- + - -","0.00516737800198161","0.907635432760971","-0.157554588449146","cg16071091;cg15704408;cg22324981;cg11977716","157"
"NFATC1 5'UTR","NFATC1 Island","1","-","0.00206149970114987","0.888176452603562","-0.135450834908241","cg16071091","74"
"HSBP1L1 Body","HSBP1L1 S_Shore","1","+","0.00745111804854468","-0.889552572205284","0.103316051206336","cg02751453","2"
"MADCAM1 TSS200","MADCAM1 Island","1","+","0.000526163120469459","-1.04889767045566","0.118974812741971","cg14985989","4"
"MADCAM1 1stExon","MADCAM1 N_Shore","1","+","0.000784825558588182","-0.935849799908277","0.0869305481641831","cg02783799","1"
"GZMM Body","GZMM N_Shelf","1","+","0.00549643971432643","-0.351698153744453","0.0598058275794652","cg04396772","2"
"FSTL3 Body","FSTL3 Island","1","-","0.00498790758494414","0.780415631897442","-0.0758447539394463","cg15488009","7"
"PRTN3 3'UTR","PRTN3 Island","1","+","0.00912238018942118","-0.710438072321346","0.0745950251341334","cg23357789","3"
"ELANE TSS1500","ELANE N_Shore","1","+","0.00518484497140151","-0.917107284859703","0.243495300012157","cg22761077","4"
"KISS1R TSS1500","KISS1R Island","1","+","0.0093007039180477","-0.643958538044578","0.179715293950945","cg12998614","3"
"HMHA1 Body","HMHA1 S_Shore","1","-","0.00562017437450286","0.7778307870614","-0.0768038470656061","cg11629220","27"
"SBNO2 Body","SBNO2 S_Shore","2","+ -","0.00302278092382762","-0.035275702287868","-0.0001653245068728","cg23445341;cg18608055","51"
"SBNO2 5'UTR","SBNO2 Island","1","+","0.00649389613620546","-0.706090775987581","0.106516800645731","cg19649900","30"
"STK11 Body","STK11 S_Shore","1","+","0.00576521004418665","-0.554177422031317","0.123028775216249","cg08681293","12"
"GAMT TSS1500","GAMT Island","1","+","0.00293690626789174","-1.14614935143845","0.0203947011170524","cg27317433","5"
"DAZAP1 1stExon","DAZAP1 Island","1","-","0.000692872653301875","1.36106912090956","0.0237191968691732","cg01102013","2"
"DAZAP1 5'UTR","DAZAP1 Island","1","-","0.000692872653301875","1.36106912090956","0.0237191968691732","cg01102013","2"
"MEX3D Body","MEX3D Island","1","+","0.00455277721368982","-0.919323336223886","0.210090050897737","cg15564590","9"
"MBD3 Body","MBD3 Island","1","+","0.000659229759841509","-0.452310947466732","0.0546909030345445","cg00402516","18"
"ONECUT3 Body","ONECUT3 Island","2","+ +","0.00576399270422131","-0.641591112478464","0.0598988352322267","cg23204799;cg10731700","27"
"ATP8B3 TSS1500","ATP8B3 S_Shore","1","-","0.00609250651496999","0.942283595211516","0.0964332001627179","cg15718833","4"
"CSNK1G2 Body","CSNK1G2 S_Shore","1","+","0.00822636492168723","-0.54151582061188","0.0600458598351308","cg05502645","11"
"DOT1L Body","DOT1L S_Shore","1","+","1.95534546635902e-05","-1.57130448915687","0.207032005293032","cg04173586","42"
"C19orf35 Body","C19orf35 Island","2","+ +","0.00587895386322599","-0.646109000232413","0.0631153943537824","cg07352691;cg26472036","10"
"LINGO3 5'UTR","LINGO3 Island","1","+","0.00434675883087087","-0.899030884990003","0.212529523367127","cg22294740","22"
"TMPRSS9 Body","TMPRSS9 Island","1","+","0.00068649623347816","-0.537260634690216","0.0630873209560601","cg07418971","9"
"GNG7 5'UTR","GNG7 Island","8","+ + + - - - - -","0.00227685972058015","0.560036878043405","0.00734777392711567","cg05340882;cg13650938;cg10884953;cg17617491;cg23463608;cg22459924;cg19477361;cg24723883","91"
"AES 3'UTR","AES OpenSea","1","+","0.00225357692754658","-0.465536827362761","0.0821943804751694","cg05350224","1"
"NFIC Body","NFIC S_Shore","2","+ +","0.00514832127684688","-0.599076286919988","0.0884290048090143","cg11859584;cg03605666","66"
"C19orf28 Body","C19orf28 OpenSea","1","+","0.00651070776299403","-0.36226922643521","0.0670684932643689","cg00491548","15"
"C19orf28 3'UTR","C19orf28 OpenSea","1","+","0.00651070776299403","-0.36226922643521","0.0670684932643689","cg00491548","5"
"C19orf71 1stExon","C19orf71 OpenSea","1","+","0.00651070776299403","-0.36226922643521","0.0670684932643689","cg00491548","1"
"C19orf71 5'UTR","C19orf71 OpenSea","1","+","0.00651070776299403","-0.36226922643521","0.0670684932643689","cg00491548","1"
"HMG20B 1stExon","HMG20B Island","1","-","0.00522984800828368","0.497056172957633","-0.101083796119856","cg20462845","1"
"HMG20B 5'UTR","HMG20B Island","1","-","0.00522984800828368","0.497056172957633","-0.101083796119856","cg20462845","1"
"TBXA2R Body","TBXA2R Island","1","+","0.00239389355191043","-0.695521637597066","0.0260862355498385","cg23914380","10"
"TBXA2R TSS1500","TBXA2R Island","1","+","0.00444513651448576","-0.869793352427751","0.139934893704652","cg19225308","6"
"C19orf29 Body","C19orf29 Island","1","-","0.00588423610714403","0.602981463772806","0.0321508776855406","cg09268313","13"
"MATK TSS200","MATK S_Shore","2","+ +","0.00402922004347428","-0.65837890305367","0.0762076317554853","cg02798144;cg15033068","5"
"ATCAY 5'UTR","ATCAY Island","1","+","0.000305174799415298","-0.64564142896063","0.0247749020110114","cg17097950","6"
"ITGB1BP3 Body","ITGB1BP3 Island","1","+","0.00240047583955315","-0.52269493205868","0.0312607004023122","cg27469946","10"
"DAPK3 Body","DAPK3 Island","2","+ +","0.00167054791958982","-0.45364971966106","0.0534163073981085","cg05204981;cg14748455","23"
"ZBTB7A Body","ZBTB7A N_Shore","1","+","0.00636516967936948","-0.764549743005184","0.037407172612292","cg04603976","11"
"ZBTB7A 5'UTR","ZBTB7A N_Shore","1","+","0.00503319808923801","-0.637864076116371","0.0651327471484441","cg13705556","17"
"SHD Body","SHD S_Shore","1","+","0.00765773975717618","-0.832953243520041","0.16933771379035","cg05891007","2"
"TMIGD2 TSS1500","TMIGD2 N_Shore","1","-","0.00869573404135805","0.619102332599547","-0.0319748334879761","cg10223982","4"
"FSD1 Body","FSD1 Island","3","+ + +","0.000440343350271388","-1.35327052365197","0.109618031946629","cg26354493;cg25902889;cg20120438","11"
"TNFAIP8L1 TSS200","TNFAIP8L1 S_Shore","1","-","0.00340259998903501","0.568720125520099","-0.0500721006554804","cg15231794","9"
"TNFAIP8L1 5'UTR","TNFAIP8L1 S_Shore","1","-","0.00340259998903501","0.568720125520099","-0.0500721006554804","cg15231794","8"
"DPP9 Body","DPP9 S_Shore","1","+","0.00273638302830451","-0.42024548426345","0.0652686867601058","cg18317135","17"
"UHRF1 Body","UHRF1 N_Shelf","1","-","0.0035137491046965","0.685860008235102","-0.162338750865726","cg02763540","43"
"KDM4B Body","KDM4B Island","2","+ -","0.00472787734408278","0.120751434650609","0.0171038494647703","cg24823679;cg13456960","97"
"RFX2 Body","RFX2 N_Shore","1","-","0.00633018903111578","0.602615276969224","-0.145154555022868","cg04512965","33"
"RFX2 5'UTR","RFX2 OpenSea","1","+","0.000860430116874318","-0.977397607891826","0.171059444171267","cg14230238","10"
"MLLT1 Body","MLLT1 Island","3","+ + +","0.002128009142375","-0.851342598392083","0.0865318222818626","cg06633438;cg02987482;cg11355029","28"
"CLPP TSS1500","CLPP N_Shore","1","-","0.00556831496917831","0.666862024915258","-0.00544684118494509","cg12138483","2"
"SLC25A41 TSS200","SLC25A41 OpenSea","1","-","0.0073032727530947","0.588744538176471","-0.151523645377051","cg13742513","2"
"SLC25A23 Body","SLC25A23 Island","1","+","0.00221246680914535","-1.29727546782505","0.139605628835762","cg17100943","4"
"CRB3 TSS200","CRB3 Island","1","+","0.00144302392880157","-0.682453872208614","0.137015484920724","cg25637722","6"
"ST6GALNAC3 TSS1500","ST6GALNAC3 N_Shore","2","+ +","0.00448545737726256","-0.591175809054834","0.0585777626300868","cg18877763;cg17612991","4"
"TRIP10 Body","TRIP10 Island","2","+ +","0.00037295026967228","-0.865233166711796","0.118576405207268","cg13860006;cg06410591","20"
"C19orf45 Body","C19orf45 Island","1","+","0.00921056552825974","-0.520727369412724","0.0299637850798495","cg02385167","5"
"ZNF358 Body","ZNF358 N_Shore","1","-","0.00403140870011479","0.657266317853617","-0.102658080742024","cg19669199","5"
"PNPLA6 Body","PNPLA6 Island","1","+","0.000241967354523067","-0.635002891178317","0.067655864772201","cg00401032","21"
"TIMM44 3'UTR","TIMM44 Island","1","-","0.00411386357812146","0.555157760424577","0.0965569225477159","cg19458602","3"
"CTXN1 TSS1500","CTXN1 Island","1","-","0.00411386357812146","0.555157760424577","0.0965569225477159","cg19458602","4"
"ADAMTS10 Body","ADAMTS10 N_Shore","1","-","0.00716385852553514","0.405181425944431","-0.0490227022521639","cg00420246","29"
"ZNF317 Body","ZNF317 Island","1","-","0.00997827292713078","0.493665505757312","-0.0740423971673717","cg10002088","9"
"OLFM2 1stExon","OLFM2 Island","1","+","0.000744656470992807","-0.626849569841732","0.135617425233482","cg10718940","1"
"ICAM3 Body","ICAM3 OpenSea","1","-","0.00107767286721264","0.857565398265644","-0.154106546277088","cg14145194","8"
"PDE4A TSS1500","PDE4A Island","2","+ +","0.000912567240348232","-0.730626717847905","0.108329486614034","cg19621580;cg08673054","15"
"PDE4A Body","PDE4A N_Shore","2","+ +","0.00508304211942352","-0.740204785366394","0.10430396998864","cg08673054;cg05240570","23"
"PDE4A 1stExon","PDE4A N_Shore","2","+ +","0.00508304211942352","-0.740204785366394","0.10430396998864","cg08673054;cg05240570","5"
"SLC44A2 3'UTR","SLC44A2 OpenSea","1","+","0.000659852011136728","-0.887112065624521","0.0426146330861807","cg16900796","1"
"ILF3 TSS1500","ILF3 Island","1","-","0.00499611661472092","0.488007810733102","0.0699902248549213","cg17105604","9"
"LOC147727 TSS200","LOC147727 Island","1","-","0.00499611661472092","0.488007810733102","0.0699902248549213","cg17105604","8"
"YIPF2 Body","YIPF2 S_Shelf","1","+","0.00478913954130242","-0.414664745796755","0.0436561214527413","cg18033335","5"
"SMARCA4 Body","SMARCA4 N_Shore","1","+","0.00316872542686566","-0.46498509405722","0.0458314342826358","cg18685158","28"
"TSPAN16 Body","TSPAN16 OpenSea","1","+","0.000328486141829603","-1.00807742361663","0.129967718014166","cg13957558","1"
"RAB3D 3'UTR","RAB3D OpenSea","1","+","0.000328486141829603","-1.00807742361663","0.129967718014166","cg13957558","1"
"ELAVL3 TSS200","ELAVL3 Island","1","+","0.00468875874766506","-0.697164322506618","0.0187888266016484","cg16667279","2"
"ELOF1 Body","ELOF1 OpenSea","1","-","0.00750784857816758","0.632711261880916","-0.126738702047535","cg20086579","2"
"ZNF69 TSS200","ZNF69 N_Shore","1","+","0.00928099692497577","-0.750082991056033","0.134365463211461","cg26578856","6"
"ZNF625 5'UTR","ZNF625 N_Shore","1","+","9.19879198267128e-05","-1.48714490092796","0.0969431788940476","cg22606224","3"
"MORG1 TSS1500","MORG1 N_Shore","1","-","0.00890703603818749","0.425199414442095","-0.072965998263413","cg11621113","9"
"MAN2B1 Body","MAN2B1 N_Shore","1","-","0.00890703603818749","0.425199414442095","-0.072965998263413","cg11621113","18"
"MORG1 Body","MORG1 S_Shore","1","+","0.0097018535671058","-0.419819644567896","0.0282539647142689","cg19638176","28"
"NFIX Body","NFIX N_Shore","2","+ +","0.00683290075130994","-0.920255139834342","0.0762768288058348","cg20665774;cg14209920","54"
"NFIX 3'UTR","NFIX S_Shelf","1","+","0.00385806559031241","-0.812791920548653","0.0556936964831996","cg17344906","15"
"CACNA1A 1stExon","CACNA1A Island","2","+ +","0.00284541879626969","-1.35730315089673","0.0403469281336849","cg17509220;cg17509967","4"
"CACNA1A 5'UTR","CACNA1A Island","1","+","0.00405983021216933","-1.15427704891117","0.0343828563191431","cg17509967","2"
"C19orf53 3'UTR","C19orf53 S_Shelf","1","+","0.00533122929191465","-0.418834336953439","0.0722359828550488","cg13587756","1"
"PODNL1 Body","PODNL1 Island","1","-","0.00177541695326685","0.592043194611045","0.0772395223654461","cg25440958","23"
"DCAF15 TSS200","DCAF15 Island","1","-","0.00177541695326685","0.592043194611045","0.0772395223654461","cg25440958","6"
"RFX1 5'UTR","RFX1 N_Shore","1","+","0.000244022467925185","-1.04749228497186","0.113764966367204","cg18109874","7"
"IL27RA 3'UTR","IL27RA OpenSea","1","-","0.00443560535954246","0.709140744840829","-0.0555822901811694","cg14753070","1"
"PRKACA TSS1500","PRKACA S_Shore","1","+","0.00144425809873905","-0.98004898168494","0.0980753894173416","cg08072992","8"
"LPHN1 3'UTR","LPHN1 N_Shelf","1","+","3.96788156409487e-06","-1.37962087682327","0.155443543472734","cg27499361","4"
"LPHN1 Body","LPHN1 S_Shelf","1","-","0.00848941574705505","0.566912013903583","-0.0947963497966371","cg08173263","12"
"CCDC105 TSS200","CCDC105 N_Shore","1","+","0.00678656036941459","-0.498449909241516","0.0736831060397018","cg05923226","4"
"CCDC105 Body","CCDC105 Island","1","+","0.0040596822587117","-0.909789592639046","-0.00404041637553954","cg11858450","7"
"SYDE1 TSS1500","SYDE1 N_Shore","2","+ +","0.00374441624637926","-0.639685724457556","0.101006667382141","cg00666746;cg17765751","4"
"BRD4 Body","BRD4 OpenSea","1","+","0.00908969829223603","-0.53254074058657","0.0899026388113449","cg02681400","16"
"BRD4 TSS1500","BRD4 OpenSea","3","+ + +","0.00481986968901187","-0.949814474529923","0.178241608525786","cg20078972;cg08044694;cg10377921","3"
"AKAP8 Body","AKAP8 Island","1","+","0.00246493038972002","-0.529209527859858","0.0569357934631998","cg02473889","16"
"MIR1470 TSS1500","MIR1470 OpenSea","1","+","0.00701065725462983","-0.349577192850149","0.0202374789441684","cg02849766","4"
"WIZ 5'UTR","WIZ OpenSea","1","+","0.00701065725462983","-0.349577192850149","0.0202374789441684","cg02849766","12"
"WIZ TSS1500","WIZ N_Shelf","1","+","0.0011396006578784","-0.906565385287505","0.193353337374395","cg18763911","3"
"CHERP Body","CHERP S_Shelf","1","+","0.00979946521857502","-0.341114083323836","0.0502878817210308","cg13426891","22"
"TMEM38A Body","TMEM38A S_Shore","1","+","0.000754314302171803","-0.64790726104671","0.0924653341370235","cg14707092","3"
"CPAMD8 3'UTR","CPAMD8 N_Shelf","1","-","0.0073422578968955","0.485219160411115","-0.103023560790459","cg15159987","1"
"MYO9B Body","MYO9B OpenSea","1","+","0.00223898519449355","-1.3316523623491","0.266770016612942","cg24679890","32"
"NR2F6 TSS1500","NR2F6 S_Shore","3","+ + +","0.00269892200490508","-0.859207497586807","0.154850867880785","cg20981127;cg16749578;cg24057642","7"
"BST2 1stExon","BST2 OpenSea","2","- -","0.000923743075190548","0.878832413966368","-0.0271603911024711","cg12090003;cg16363586","2"
"BST2 TSS200","BST2 OpenSea","2","- -","0.00411059551938577","0.810215878934759","-0.0122056563292752","cg11558551;cg01254505","2"
"BST2 TSS1500","BST2 OpenSea","2","- -","0.0044095101702209","0.826924918075596","-0.0671306665645425","cg09993699;cg20092122","3"
"FCHO1 Body","FCHO1 Island","1","+","0.00280048842001269","-1.11867061083552","0.239675085416617","cg08358907","9"
"JAK3 Body","JAK3 N_Shore","1","+","0.00157192237235122","-0.592998207192889","0.0243595657933255","cg19622422","16"
"SLC5A5 TSS200","SLC5A5 Island","4","+ + + +","0.00040993483805996","-0.792619308645871","0.0984785431453024","cg21477717;cg24065770;cg23222039;cg06697339","7"
"SLC5A5 5'UTR","SLC5A5 Island","1","+","4.55173979398292e-05","-1.04922706914117","0.16978249861521","cg26230674","2"
"SLC5A5 1stExon","SLC5A5 Island","2","+ +","0.00353912610383518","-1.04588210209719","0.132052387682706","cg26230674;cg24881657","3"
"MAST3 TSS1500","MAST3 N_Shore","1","-","0.00421752765239617","0.605519113460548","-0.0446908384500539","cg20631180","3"
"PDE4C 3'UTR","PDE4C Island","1","+","0.000557662069218602","-0.81803444665287","0.0720820214968436","cg21082271","7"
"ISYNA1 TSS200","ISYNA1 Island","2","+ +","0.000804564036394806","-0.873420792957613","0.101934638076717","cg15073853;cg21962901","7"
"ISYNA1 TSS1500","ISYNA1 Island","2","+ +","0.000804564036394806","-0.873420792957613","0.101934638076717","cg15073853;cg21962901","7"
"TMEM59L 3'UTR","TMEM59L OpenSea","1","-","0.000149333893392147","0.86699750398557","-0.0828146003997225","cg11929284","1"
"KLHL26 Body","KLHL26 N_Shelf","1","+","0.00570858047964295","-0.512772103369574","0.0127859098890937","cg24074448","21"
