Platform Type,Center,Platform,Level,Sample,Barcode,File Name
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1R5-01,TCGA-E9-A1R5-01A-11D-A14N-05,jhu-usc.edu_BRCA.HumanMethylation450.13.lvl-3.TCGA-E9-A1R5-01A-11D-A14N-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1R7-01,TCGA-E9-A1R7-01A-11D-A14N-05,jhu-usc.edu_BRCA.HumanMethylation450.13.lvl-3.TCGA-E9-A1R7-01A-11D-A14N-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1R7-11,TCGA-E9-A1R7-11A-42D-A14N-05,jhu-usc.edu_BRCA.HumanMethylation450.13.lvl-3.TCGA-E9-A1R7-11A-42D-A14N-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-EW-A1PH-01,TCGA-EW-A1PH-01A-11D-A14N-05,jhu-usc.edu_BRCA.HumanMethylation450.13.lvl-3.TCGA-EW-A1PH-01A-11D-A14N-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AC-A23E-01,TCGA-AC-A23E-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-AC-A23E-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AC-A23H-01,TCGA-AC-A23H-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-AC-A23H-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AC-A23H-11,TCGA-AC-A23H-11A-12D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-AC-A23H-11A-12D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-BH-A204-01,TCGA-BH-A204-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-BH-A204-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-BH-A204-11,TCGA-BH-A204-11A-53D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-BH-A204-11A-53D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-BH-A208-01,TCGA-BH-A208-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-BH-A208-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-BH-A208-11,TCGA-BH-A208-11A-51D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-BH-A208-11A-51D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-BH-A209-01,TCGA-BH-A209-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-BH-A209-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-BH-A209-11,TCGA-BH-A209-11A-42D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-BH-A209-11A-42D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-D8-A1X9-01,TCGA-D8-A1X9-01A-12D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-D8-A1X9-01A-12D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-D8-A1Y2-01,TCGA-D8-A1Y2-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-D8-A1Y2-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-D8-A1Y3-01,TCGA-D8-A1Y3-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-D8-A1Y3-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E2-A1LI-01,TCGA-E2-A1LI-01A-12D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E2-A1LI-01A-12D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E2-A1LI-11,TCGA-E2-A1LI-11A-23D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E2-A1LI-11A-23D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E2-A1LS-01,TCGA-E2-A1LS-01A-12D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E2-A1LS-01A-12D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E2-A1LS-11,TCGA-E2-A1LS-11A-32D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E2-A1LS-11A-32D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1N3-01,TCGA-E9-A1N3-01A-12D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1N3-01A-12D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1NC-01,TCGA-E9-A1NC-01A-12D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1NC-01A-12D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RB-01,TCGA-E9-A1RB-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1RB-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RB-11,TCGA-E9-A1RB-11A-33D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1RB-11A-33D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RC-01,TCGA-E9-A1RC-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1RC-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RC-11,TCGA-E9-A1RC-11A-33D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1RC-11A-33D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RD-01,TCGA-E9-A1RD-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1RD-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RD-11,TCGA-E9-A1RD-11A-33D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1RD-11A-33D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RE-01,TCGA-E9-A1RE-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1RE-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RF-01,TCGA-E9-A1RF-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1RF-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RF-11,TCGA-E9-A1RF-11A-32D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1RF-11A-32D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A226-01,TCGA-E9-A226-01A-21D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A226-01A-21D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A227-01,TCGA-E9-A227-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A227-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A228-01,TCGA-E9-A228-01A-31D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A228-01A-31D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A229-01,TCGA-E9-A229-01A-31D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A229-01A-31D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A22A-01,TCGA-E9-A22A-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A22A-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A22B-01,TCGA-E9-A22B-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A22B-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A22D-01,TCGA-E9-A22D-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A22D-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A22E-01,TCGA-E9-A22E-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A22E-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A22G-01,TCGA-E9-A22G-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A22G-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A22H-01,TCGA-E9-A22H-01A-11D-A161-05,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A22H-01A-11D-A161-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A2-A25B-01,TCGA-A2-A25B-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A2-A25B-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A2-A25C-01,TCGA-A2-A25C-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A2-A25C-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A2-A25E-01,TCGA-A2-A25E-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A2-A25E-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A2-A25F-01,TCGA-A2-A25F-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A2-A25F-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26E-01,TCGA-A7-A26E-01A-11D-A27B-05/TCGA-A7-A26E-01B-06D-A27B-05/TCGA-A7-A26E-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26E-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26E-01,TCGA-A7-A26E-01A-11D-A27B-05/TCGA-A7-A26E-01B-06D-A27B-05/TCGA-A7-A26E-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26E-01A-11D-A27B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26E-01,TCGA-A7-A26E-01A-11D-A27B-05/TCGA-A7-A26E-01B-06D-A27B-05/TCGA-A7-A26E-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26E-01B-06D-A27B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26F-01,TCGA-A7-A26F-01B-04D-A22R-05/TCGA-A7-A26F-01A-21D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26F-01A-21D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26F-01,TCGA-A7-A26F-01B-04D-A22R-05/TCGA-A7-A26F-01A-21D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26F-01B-04D-A22R-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26G-01,TCGA-A7-A26G-01A-21D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26G-01A-21D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26H-01,TCGA-A7-A26H-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26H-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26I-01,TCGA-A7-A26I-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26I-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26J-01,TCGA-A7-A26J-01A-11D-A16A-05/TCGA-A7-A26J-01B-02D-A27B-05/TCGA-A7-A26J-01A-11D-A27B-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26J-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26J-01,TCGA-A7-A26J-01A-11D-A16A-05/TCGA-A7-A26J-01B-02D-A27B-05/TCGA-A7-A26J-01A-11D-A27B-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26J-01A-11D-A27B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A7-A26J-01,TCGA-A7-A26J-01A-11D-A16A-05/TCGA-A7-A26J-01B-02D-A27B-05/TCGA-A7-A26J-01A-11D-A27B-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-A7-A26J-01B-02D-A27B-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AC-A23C-01,TCGA-AC-A23C-01A-12D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AC-A23C-01A-12D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24H-01,TCGA-AR-A24H-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24H-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24K-01,TCGA-AR-A24K-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24K-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24L-01,TCGA-AR-A24L-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24L-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24M-01,TCGA-AR-A24M-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24M-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24N-01,TCGA-AR-A24N-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24N-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24O-01,TCGA-AR-A24O-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24O-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24P-01,TCGA-AR-A24P-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24P-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24Q-01,TCGA-AR-A24Q-01A-12D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24Q-01A-12D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24R-01,TCGA-AR-A24R-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24R-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24S-01,TCGA-AR-A24S-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24S-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24T-01,TCGA-AR-A24T-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24T-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24U-01,TCGA-AR-A24U-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24U-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24V-01,TCGA-AR-A24V-01A-21D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24V-01A-21D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24W-01,TCGA-AR-A24W-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24W-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24X-01,TCGA-AR-A24X-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24X-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A24Z-01,TCGA-AR-A24Z-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A24Z-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A250-01,TCGA-AR-A250-01A-31D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A250-01A-31D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A251-01,TCGA-AR-A251-01A-12D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A251-01A-12D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A252-01,TCGA-AR-A252-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A252-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A254-01,TCGA-AR-A254-01A-21D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A254-01A-21D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A255-01,TCGA-AR-A255-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A255-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-AR-A256-01,TCGA-AR-A256-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-AR-A256-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-BH-A203-01,TCGA-BH-A203-01A-12D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-BH-A203-01A-12D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-BH-A203-11,TCGA-BH-A203-11A-42D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-BH-A203-11A-42D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A278-01,TCGA-C8-A278-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-C8-A278-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A27A-01,TCGA-C8-A27A-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-C8-A27A-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A27B-01,TCGA-C8-A27B-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-C8-A27B-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1QZ-01,TCGA-E9-A1QZ-01A-21D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A1QZ-01A-21D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RH-01,TCGA-E9-A1RH-01A-21D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A1RH-01A-21D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RH-11,TCGA-E9-A1RH-11A-34D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A1RH-11A-34D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RI-01,TCGA-E9-A1RI-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A1RI-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A1RI-11,TCGA-E9-A1RI-11A-41D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A1RI-11A-41D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A243-01,TCGA-E9-A243-01A-21D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A243-01A-21D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A244-01,TCGA-E9-A244-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A244-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A247-01,TCGA-E9-A247-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A247-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A248-01,TCGA-E9-A248-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A248-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A249-01,TCGA-E9-A249-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A249-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-E9-A24A-01,TCGA-E9-A24A-01A-11D-A16A-05,jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A24A-01A-11D-A16A-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A2-A259-01,TCGA-A2-A259-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-A2-A259-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A2-A25A-01,TCGA-A2-A25A-01A-12D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-A2-A25A-01A-12D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-A2-A25D-01,TCGA-A2-A25D-01A-12D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-A2-A25D-01A-12D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-BH-A28Q-01,TCGA-BH-A28Q-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-BH-A28Q-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A26V-01,TCGA-C8-A26V-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-C8-A26V-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A26W-01,TCGA-C8-A26W-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-C8-A26W-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A26X-01,TCGA-C8-A26X-01A-31D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-C8-A26X-01A-31D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A26Y-01,TCGA-C8-A26Y-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-C8-A26Y-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A26Z-01,TCGA-C8-A26Z-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-C8-A26Z-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A273-01,TCGA-C8-A273-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-C8-A273-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A274-01,TCGA-C8-A274-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-C8-A274-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-C8-A275-01,TCGA-C8-A275-01A-21D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-C8-A275-01A-21D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-D8-A27E-01,TCGA-D8-A27E-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-D8-A27E-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-D8-A27F-01,TCGA-D8-A27F-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-D8-A27F-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-D8-A27G-01,TCGA-D8-A27G-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-D8-A27G-01A-11D-A16G-05.txt
DNA Methylation,JHU_USC,HumanMethylation450,3,TCGA-D8-A27H-01,TCGA-D8-A27H-01A-11D-A16G-05,jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-D8-A27H-01A-11D-A16G-05.txt
